session_id,model,input_tokens,output_tokens,total_tokens
42fca69232c64049ba06e4a28c07e8d7,unknown,0,0,0
42fd523abb8b409fb315307bc375757b,ark/deepseek-v3,1843,791,2634
42fd523abb8b409fb315307bc375757b,unknown,0,0,0
42ff6a1944eb4c498a9919a8b70d9d11,ark/deepseek-v3,855,387,1242
42ff6a1944eb4c498a9919a8b70d9d11,unknown,0,0,0
430a72b8cefb41f4afb9a265dea348e1,deepseek-chat,2654,1663,4317
430a72b8cefb41f4afb9a265dea348e1,unknown,0,0,0
430eba21e82f44dca161311ab3285b2a,ark/deepseek-v3,1455,233,1688
430eba21e82f44dca161311ab3285b2a,unknown,0,0,0
430f19623ac24517a9b7e26a6461ea11,ark/deepseek-v3,1887,342,2229
430f19623ac24517a9b7e26a6461ea11,unknown,0,0,0
43150abf311e453682726e0a0095857f,deepseek-chat,670,344,1014
43150abf311e453682726e0a0095857f,unknown,0,0,0
43330cd5d61b466b957aa27bce77ebc2,ark/deepseek-v3,7032,1785,8817
43330cd5d61b466b957aa27bce77ebc2,gpt-4.1,642,22,664
43330cd5d61b466b957aa27bce77ebc2,unknown,0,0,0
4336228b19304d48beaffea4585a3d1e,ark/deepseek-v3,1089,346,1435
4336228b19304d48beaffea4585a3d1e,unknown,0,0,0
433a7fc41a57430d83a152032c8a3731,ark/deepseek-v3,701,174,875
433a7fc41a57430d83a152032c8a3731,unknown,0,0,0
433aab58953b4d89b3d6375b4b0bd42f,deepseek-chat,561,207,768
433aab58953b4d89b3d6375b4b0bd42f,unknown,0,0,0
433c9b0d42774b0096f6274935c67fad,ark/deepseek-v3,467,89,556
433c9b0d42774b0096f6274935c67fad,unknown,0,0,0
4345cde4b6944fdab8fdc33408e95aeb,ark/deepseek-v3,1837,373,2210
4345cde4b6944fdab8fdc33408e95aeb,unknown,0,0,0
43483a1eb87e4d37bafc0b72adee2c96,deepseek-chat,1475,780,2255
43483a1eb87e4d37bafc0b72adee2c96,unknown,0,0,0
435712d4f6ee47689de27d62989e939c,ark/deepseek-v3-1,2533,431,2964
435712d4f6ee47689de27d62989e939c,unknown,0,0,0
435e517344224bbfb4caf022a3d65c27,deepseek-chat,1377,111,1488
435e517344224bbfb4caf022a3d65c27,unknown,0,0,0
435f14ac9d4c4abbbba34a118b23a78c,deepseek-chat,2134,1561,3695
435f14ac9d4c4abbbba34a118b23a78c,unknown,0,0,0
4363cc5ce0f94f04a44b8b1a26ed3502,deepseek-chat,1473,392,1865
4363cc5ce0f94f04a44b8b1a26ed3502,unknown,0,0,0
43677c1758184c11b89325cfd0fe2930,ark/deepseek-v3,467,83,550
43677c1758184c11b89325cfd0fe2930,unknown,0,0,0
436e7154626c489192c5032a7c15fa20,deepseek-chat,671,346,1017
436e7154626c489192c5032a7c15fa20,unknown,0,0,0
436ee01b558445d392c359a9a46506e7,ark/deepseek-v3-1,528,231,759
436ee01b558445d392c359a9a46506e7,unknown,0,0,0
437174114f6143319c3ba63c8796d34e,ark/deepseek-v3,4606,552,5158
437174114f6143319c3ba63c8796d34e,unknown,0,0,0
437578507e8842639a60a8f688b98712,ark/deepseek-v3,13444,2496,15940
437578507e8842639a60a8f688b98712,unknown,0,0,0
4376bc6817db4fb19995b11ef8435f81,ark/deepseek-v3,0,0,0
4376bc6817db4fb19995b11ef8435f81,unknown,0,0,0
4377cf3de460467e9913b0da472f4678,ark/deepseek-v3,701,180,881
4377cf3de460467e9913b0da472f4678,unknown,0,0,0
4378c40438284510aa17b3eae2bdf92f,ark/deepseek-v3-1,2706,843,3549
4378c40438284510aa17b3eae2bdf92f,unknown,0,0,0
4386f0eac05343f783f737c44444d830,ark/deepseek-v3,465,96,561
4386f0eac05343f783f737c44444d830,unknown,0,0,0
4389b0615f9f4abb924822ea7590ef04,ark/deepseek-v3,2329,1146,3475
4389b0615f9f4abb924822ea7590ef04,unknown,0,0,0
438ab032d66f466980435c82f75c161c,ark/deepseek-v3,1636,553,2189
438ab032d66f466980435c82f75c161c,unknown,0,0,0
438d7fe821f748e69f9ee6679cf03746,deepseek-chat,803,590,1393
438d7fe821f748e69f9ee6679cf03746,unknown,0,0,0
438eae93b04541c89c24a3f3ff0fc528,deepseek-chat,932,230,1162
438eae93b04541c89c24a3f3ff0fc528,gpt-4.1,672,269,941
438eae93b04541c89c24a3f3ff0fc528,unknown,0,0,0
43902cffe9c341588f3cb9d7ba9ca349,ark/deepseek-v3,467,95,562
43902cffe9c341588f3cb9d7ba9ca349,unknown,0,0,0
439db5e61c744255812283f0147d27d4,ark/deepseek-v3-1,1405,1032,2437
439db5e61c744255812283f0147d27d4,unknown,0,0,0
43a18cd01b0a4222a713af6c4bc695de,ark/deepseek-v3,7913,1643,9556
43a18cd01b0a4222a713af6c4bc695de,unknown,0,0,0
43a361fa68b14123b814c3262a8775a2,ark/deepseek-v3,1263,605,1868
43a361fa68b14123b814c3262a8775a2,unknown,0,0,0
43aeb93896c6482499c6079a2a5f5454,gpt-4o-mini,11763,1211,12974
43aeb93896c6482499c6079a2a5f5454,unknown,0,0,0
43b41d2e1f79418582cf878dc405f73c,ark/deepseek-v3,2982,627,3609
43b41d2e1f79418582cf878dc405f73c,unknown,0,0,0
43b5579afb04473cb67ed710866baccd,deepseek-chat,4282,1397,5679
43b5579afb04473cb67ed710866baccd,gpt-4.1,5370,1218,6588
43b5579afb04473cb67ed710866baccd,unknown,0,0,0
43bade04fb3f4aab977402e37971ed31,ark/deepseek-v3,2401,785,3186
43bade04fb3f4aab977402e37971ed31,unknown,0,0,0
43c60df0f6c24d49894ffbc26085943a,deepseek-chat,2100,734,2834
43c60df0f6c24d49894ffbc26085943a,unknown,0,0,0
43ca77a524634960811cbe1401e35185,ark/deepseek-v3-1,4132,1485,5617
43ca77a524634960811cbe1401e35185,unknown,0,0,0
43cab5395f0c42088736f1107fecc0d0,deepseek-chat,1000,375,1375
43cab5395f0c42088736f1107fecc0d0,unknown,0,0,0
43ced02539b44db7afdf623b99b757ec,ark/deepseek-v3,4471,912,5383
43ced02539b44db7afdf623b99b757ec,deepseek-chat,749,644,1393
43ced02539b44db7afdf623b99b757ec,unknown,0,0,0
43d1a35b57f443a188aca6fb2e9bbdb8,ark/deepseek-v3,933,231,1164
43d1a35b57f443a188aca6fb2e9bbdb8,unknown,0,0,0
43d337b00bce4a1585aa3cb54853fdaf,ark/deepseek-v3,1455,200,1655
43d337b00bce4a1585aa3cb54853fdaf,unknown,0,0,0
43d5dd7e36c047e3b2c4bac945a41f46,ark/deepseek-v3,1932,820,2752
43d5dd7e36c047e3b2c4bac945a41f46,unknown,0,0,0
43e37de8feeb452c8a6eeadcca344792,ark/deepseek-v3,467,83,550
43e37de8feeb452c8a6eeadcca344792,unknown,0,0,0
43e3d380926444048432710ff99af662,ark/deepseek-v3,8321,1181,9502
43e3d380926444048432710ff99af662,unknown,0,0,0
43e5e24d592543bea2e4238ac28e6973,ark/deepseek-v3,687,316,1003
43e5e24d592543bea2e4238ac28e6973,unknown,0,0,0
43ec97fcdcf34fa8a09a0abca5600889,deepseek-chat,3751,1089,4840
43ec97fcdcf34fa8a09a0abca5600889,gpt-4.1,3305,904,4209
43ec97fcdcf34fa8a09a0abca5600889,unknown,0,0,0
43edf60246dc4454b6a3bbc40d102ce2,deepseek-chat,561,221,782
43edf60246dc4454b6a3bbc40d102ce2,unknown,0,0,0
43f2fbce23e24153a5fdf6546e2446e5,ark/deepseek-v3-1,1405,883,2288
43f2fbce23e24153a5fdf6546e2446e5,unknown,0,0,0
43f4330e8b6b4ec98908ada66407cd26,unknown,0,0,0
43f5de89e7564d82aa480a7d3df25c27,deepseek-chat,1163,320,1483
43f5de89e7564d82aa480a7d3df25c27,unknown,0,0,0
43ff96dea84d4345af282c64372b5336,deepseek-chat,561,206,767
43ff96dea84d4345af282c64372b5336,unknown,0,0,0
44242fe20f9a402faae3b2e51ed76b71,ark/deepseek-v3,6250,1715,7965
44242fe20f9a402faae3b2e51ed76b71,gpt-4.1,725,80,805
44242fe20f9a402faae3b2e51ed76b71,unknown,0,0,0
4426362d714d4b35b96241bbf123af7f,ark/deepseek-v3,1089,276,1365
4426362d714d4b35b96241bbf123af7f,unknown,0,0,0
4426ac2cbb9e4b1e8228c41feb601af6,deepseek-chat,902,283,1185
4426ac2cbb9e4b1e8228c41feb601af6,unknown,0,0,0
4430911123524395b82d53b6c2a662e7,ark/deepseek-v3-1,2769,951,3720
4430911123524395b82d53b6c2a662e7,unknown,0,0,0
443746301d1e40958feb5dcd1d958453,ark/deepseek-v3,467,93,560
443746301d1e40958feb5dcd1d958453,unknown,0,0,0
4440757fe2624c20b52e7c3bb2b5e8f0,ark/deepseek-v3,2850,1512,4362
4440757fe2624c20b52e7c3bb2b5e8f0,unknown,0,0,0
4442f7028c464cd1ab758308d29ec410,ark/deepseek-v3,1625,66,1691
4442f7028c464cd1ab758308d29ec410,deepseek-chat,9993,2703,12696
4442f7028c464cd1ab758308d29ec410,unknown,0,0,0
444670be9b064dc3b7f75c1a05add5e8,ark/deepseek-v3,1455,193,1648
444670be9b064dc3b7f75c1a05add5e8,unknown,0,0,0
4449eb58d12b45a9ae770a1e8e97e35c,deepseek-chat,4179,389,4568
4449eb58d12b45a9ae770a1e8e97e35c,unknown,0,0,0
4449ed3d3bb5421186094a8fb6d90900,ark/deepseek-v3,1455,249,1704
4449ed3d3bb5421186094a8fb6d90900,unknown,0,0,0
444b23c76ff545c9bd44232868a63f0d,ark/deepseek-v3,8676,1837,10513
444b23c76ff545c9bd44232868a63f0d,unknown,0,0,0
444cce19bc2543fa905ee9e47ad43cb7,ark/deepseek-v3,1480,872,2352
444cce19bc2543fa905ee9e47ad43cb7,unknown,0,0,0
444fcbd4a2834bf6b9ca8161b45521ab,ark/deepseek-v3,14037,2429,16466
444fcbd4a2834bf6b9ca8161b45521ab,unknown,0,0,0
4456eb1d725746feb44b2192c2d24bbf,ark/deepseek-v3,2372,523,2895
4456eb1d725746feb44b2192c2d24bbf,unknown,0,0,0
44658bbc6763459883a38c78460c1fad,deepseek-chat,1410,663,2073
44658bbc6763459883a38c78460c1fad,unknown,0,0,0
446c6b2987a242039069932d9e96ffd0,deepseek-chat,2288,1061,3349
446c6b2987a242039069932d9e96ffd0,unknown,0,0,0
446e4e98e1834507b446be620554ee38,ark/deepseek-v3,1065,305,1370
446e4e98e1834507b446be620554ee38,unknown,0,0,0
4470bda32f424f9f9fcbaf54acffd9b5,ark/deepseek-v3,2281,1143,3424
4470bda32f424f9f9fcbaf54acffd9b5,unknown,0,0,0
44718ade286c4db1a2710f54b9dc14ab,deepseek-chat,561,222,783
44718ade286c4db1a2710f54b9dc14ab,unknown,0,0,0
447b3270f3864b4bbfb2cf02beeaa5bd,ark/deepseek-v3,58,145,203
447b3270f3864b4bbfb2cf02beeaa5bd,unknown,0,0,0
44838843b4734b1d9c43449e0ffd16aa,ark/deepseek-v3,0,0,0
44838843b4734b1d9c43449e0ffd16aa,unknown,0,0,0
448ec69e6c0f4f839009fcbbc3066c24,deepseek-chat,600,325,925
448ec69e6c0f4f839009fcbbc3066c24,unknown,0,0,0
448fa2eaffeb4393bc6dccd341efb617,ark/deepseek-v3,0,0,0
448fa2eaffeb4393bc6dccd341efb617,unknown,0,0,0
448fe8041f704dd9b1872d55da1c24e0,deepseek-chat,1053,420,1473
448fe8041f704dd9b1872d55da1c24e0,gpt-4.1,942,29,971
448fe8041f704dd9b1872d55da1c24e0,unknown,0,0,0
4494b676bd3042c5bb3254a2aa305bc7,ark/deepseek-v3,9427,1377,10804
4494b676bd3042c5bb3254a2aa305bc7,unknown,0,0,0
4495a6a97f374a6489ba3a19eff8544b,ark/deepseek-v3,1455,149,1604
4495a6a97f374a6489ba3a19eff8544b,unknown,0,0,0
44a1eb0b102443f4b300ce02c95cb2ff,deepseek-chat,561,207,768
44a1eb0b102443f4b300ce02c95cb2ff,unknown,0,0,0
44a2b9eb4fe24410988fecc716ef901a,ark/deepseek-v3,467,82,549
44a2b9eb4fe24410988fecc716ef901a,unknown,0,0,0
44ae983b5aaf4cabaf7edbe71b3edc05,deepseek-chat,1365,441,1806
44ae983b5aaf4cabaf7edbe71b3edc05,unknown,0,0,0
44aeb7dacefc4ef8b902f3daf49872f3,deepseek-chat,2757,1308,4065
44aeb7dacefc4ef8b902f3daf49872f3,unknown,0,0,0
44b3f8d0b89e4cf0aabf96f98b8686d3,deepseek-chat,671,379,1050
44b3f8d0b89e4cf0aabf96f98b8686d3,unknown,0,0,0
44b6011b0af4454489b854fd1a0a3a90,deepseek-chat,2459,885,3344
44b6011b0af4454489b854fd1a0a3a90,gpt-4.1,3321,477,3798
44b6011b0af4454489b854fd1a0a3a90,unknown,0,0,0
44b6bf59598f452a97fb0c5290586cb2,ark/deepseek-v3,743,74,817
44b6bf59598f452a97fb0c5290586cb2,unknown,0,0,0
44b79435220346caa48267a16fbc9a21,ark/deepseek-v3,467,106,573
44b79435220346caa48267a16fbc9a21,unknown,0,0,0
44bbbc27fafd420db31a1f46b7c58642,deepseek-chat,561,229,790
44bbbc27fafd420db31a1f46b7c58642,unknown,0,0,0
44bdd45266a845439df141459ad4e009,ark/deepseek-v3-1,1594,179,1773
44bdd45266a845439df141459ad4e009,unknown,0,0,0
44c4ac578e564beab06146cd509ff44c,deepseek-chat,2790,1106,3896
44c4ac578e564beab06146cd509ff44c,gpt-4.1,4560,1242,5802
44c4ac578e564beab06146cd509ff44c,unknown,0,0,0
44c652fb76bf4a11828b5f77fc676b1a,deepseek-chat,714,350,1064
44c652fb76bf4a11828b5f77fc676b1a,unknown,0,0,0
44c9d7ec5aee4ba797591ee81288c65d,ark/deepseek-v3,1596,344,1940
44c9d7ec5aee4ba797591ee81288c65d,unknown,0,0,0
44cee5738b9d426786ed4f5ba62ebca9,ark/deepseek-v3,0,0,0
44cee5738b9d426786ed4f5ba62ebca9,unknown,0,0,0
44d919a56a134dd6a9b4b68df4d632cf,ark/deepseek-v3-1,3904,1680,5584
44d919a56a134dd6a9b4b68df4d632cf,unknown,0,0,0
44da6f22276c45aab65a75d57f55affb,ark/deepseek-v3,1089,253,1342
44da6f22276c45aab65a75d57f55affb,unknown,0,0,0
44dce7a2fe784a91a4810f22a6dbf344,ark/deepseek-v3-1,1405,798,2203
44dce7a2fe784a91a4810f22a6dbf344,unknown,0,0,0
44dec4df21484ab99a0590d44832ccae,unknown,0,0,0
44e5f2005f8e429abad6b908bd945ea2,deepseek-chat,1109,355,1464
44e5f2005f8e429abad6b908bd945ea2,unknown,0,0,0
44ee22fde3bf41268a0cb395ab439f3f,deepseek-chat,670,322,992
44ee22fde3bf41268a0cb395ab439f3f,unknown,0,0,0
44f1ed83eabb4d7385151a6d39f89a72,deepseek-chat,670,324,994
44f1ed83eabb4d7385151a6d39f89a72,unknown,0,0,0
44f42f8377c04841bbe5fb6794f2e98e,deepseek-chat,670,306,976
44f42f8377c04841bbe5fb6794f2e98e,unknown,0,0,0
44fb093a295445dcbc5c9cdb53091695,ark/deepseek-v3,8168,1429,9597
44fb093a295445dcbc5c9cdb53091695,unknown,0,0,0
44fc8a7038b54e02a9c0730edeb07af7,deepseek-chat,1468,556,2024
44fc8a7038b54e02a9c0730edeb07af7,unknown,0,0,0
4505834172ca413baf875e390ece04a1,deepseek-chat,671,483,1154
4505834172ca413baf875e390ece04a1,unknown,0,0,0
4509de0a979f4458a7a64bd9b9951fd7,deepseek-chat,2197,770,2967
4509de0a979f4458a7a64bd9b9951fd7,unknown,0,0,0
450a59b08394415aa162203b258df1bd,deepseek-chat,671,367,1038
450a59b08394415aa162203b258df1bd,unknown,0,0,0
450c9cb4bded444f83105b8e36247549,deepseek-chat,46,320,366
450c9cb4bded444f83105b8e36247549,unknown,0,0,0
450d712647bd4617989dedc9d31d0f26,ark/deepseek-v3,467,85,552
450d712647bd4617989dedc9d31d0f26,unknown,0,0,0
450d96d8d9de439b8f3a05b8bbf52c27,ark/deepseek-v3-1,1749,756,2505
450d96d8d9de439b8f3a05b8bbf52c27,unknown,0,0,0
4518c774c9334fc4ac260960840731c1,deepseek-chat,1360,535,1895
4518c774c9334fc4ac260960840731c1,unknown,0,0,0
451abeebcc7d4654b67b6e6677271124,ark/deepseek-v3,5959,662,6621
451abeebcc7d4654b67b6e6677271124,unknown,0,0,0
452a4af293134db0b20dcb7262e1c8ff,deepseek-chat,1054,424,1478
452a4af293134db0b20dcb7262e1c8ff,gpt-4.1,943,28,971
452a4af293134db0b20dcb7262e1c8ff,unknown,0,0,0
452aa4fb9a4844b5901e4d6fc934e0c5,ark/deepseek-v3,2380,1251,3631
452aa4fb9a4844b5901e4d6fc934e0c5,unknown,0,0,0
453c5747b1044ab095addedb7b3c6a6b,deepseek-chat,852,464,1316
453c5747b1044ab095addedb7b3c6a6b,unknown,0,0,0
4549b8b52d164acca99b924585043ab5,deepseek-chat,1055,404,1459
4549b8b52d164acca99b924585043ab5,gpt-4.1,941,28,969
4549b8b52d164acca99b924585043ab5,unknown,0,0,0
454dad19ad8a4ed2afcb4ec8d82bbe83,ark/deepseek-v3,1088,417,1505
454dad19ad8a4ed2afcb4ec8d82bbe83,unknown,0,0,0
455385d1dffe414aaab40942c3aefe54,ark/deepseek-v3,6348,1783,8131
455385d1dffe414aaab40942c3aefe54,gpt-4.1,638,19,657
455385d1dffe414aaab40942c3aefe54,unknown,0,0,0
4557cb5381764d3fbc75a08f8ac653ee,deepseek-chat,2837,1085,3922
4557cb5381764d3fbc75a08f8ac653ee,unknown,0,0,0
45603206aeeb44eeb542f2ec75bfb014,ark/deepseek-v3,6197,1513,7710
45603206aeeb44eeb542f2ec75bfb014,gpt-4.1,640,57,697
45603206aeeb44eeb542f2ec75bfb014,unknown,0,0,0
4560b802e151425b927719d0c8a6a6f8,deepseek-chat,561,207,768
4560b802e151425b927719d0c8a6a6f8,unknown,0,0,0
45641a2a90f048c78229e8f9dbcd66d5,deepseek-chat,927,471,1398
45641a2a90f048c78229e8f9dbcd66d5,unknown,0,0,0
4568fc0eb2c74cfd99a0b2f81d124496,deepseek-chat,2612,1639,4251
4568fc0eb2c74cfd99a0b2f81d124496,unknown,0,0,0
457718d8e31f472088b6d8117e03bcbf,deepseek-chat,865,400,1265
457718d8e31f472088b6d8117e03bcbf,unknown,0,0,0
45779b518540407faa73c5cce4b2a51f,ark/deepseek-v3,1849,872,2721
45779b518540407faa73c5cce4b2a51f,unknown,0,0,0
45786c1705e84711a2182ab31b2b68a9,ark/deepseek-v3,3499,1411,4910
45786c1705e84711a2182ab31b2b68a9,unknown,0,0,0
457cb2d0066d4edf9fd90e78fa4778e2,ark/deepseek-v3,1251,216,1467
457cb2d0066d4edf9fd90e78fa4778e2,unknown,0,0,0
458c40514b2148df9679254329c155b9,deepseek-chat,671,445,1116
458c40514b2148df9679254329c155b9,unknown,0,0,0
45981dd50d2a40e3a218d2041107a878,deepseek-chat,2258,719,2977
45981dd50d2a40e3a218d2041107a878,unknown,0,0,0
4599d256e97e422595d555d5641c80ac,ark/deepseek-v3,5983,717,6700
4599d256e97e422595d555d5641c80ac,unknown,0,0,0
45af238957b94319ac7350a9240c8960,deepseek-chat,561,207,768
45af238957b94319ac7350a9240c8960,unknown,0,0,0
45afae56b8c348a0a44a930f192d95cc,ark/deepseek-v3,758,118,876
45afae56b8c348a0a44a930f192d95cc,unknown,0,0,0
45b5955aad6e4d23855d967c619c0943,ark/deepseek-v3,29981,5871,35852
45b5955aad6e4d23855d967c619c0943,unknown,0,0,0
45b6de89eca242b1b419bfd1165df652,ark/deepseek-v3,0,0,0
45b6de89eca242b1b419bfd1165df652,unknown,0,0,0
45b6e56259694f37980d3dbe37bac6fe,deepseek-chat,2312,766,3078
45b6e56259694f37980d3dbe37bac6fe,unknown,0,0,0
45b9735dc74f44a7a2cb516d5cb1e432,ark/deepseek-v3,2360,632,2992
45b9735dc74f44a7a2cb516d5cb1e432,unknown,0,0,0
45bf5f8172ba41fdb7a0fe2ec0837a96,deepseek-chat,0,0,0
45bf5f8172ba41fdb7a0fe2ec0837a96,unknown,0,0,0
45c08af124c64cb38300c57e65fda210,ark/deepseek-v3,3083,494,3577
45c08af124c64cb38300c57e65fda210,unknown,0,0,0
45c5398a9f0343dd9e2945a3a27b7840,ark/deepseek-v3,6173,1535,7708
45c5398a9f0343dd9e2945a3a27b7840,gpt-4.1,654,25,679
45c5398a9f0343dd9e2945a3a27b7840,unknown,0,0,0
45c7e3f1b31d46eb9abf3cf403b7ab7d,ark/deepseek-v3,1711,611,2322
45c7e3f1b31d46eb9abf3cf403b7ab7d,unknown,0,0,0
45c9b4dd8fdd452a880f398a48788d1b,ark/deepseek-v3-1,2807,1102,3909
45c9b4dd8fdd452a880f398a48788d1b,unknown,0,0,0
45ceeb1b956344dd853a95b6ecac3687,ark/deepseek-v3,1457,647,2104
45ceeb1b956344dd853a95b6ecac3687,unknown,0,0,0
45cff2f304f14d3598dc728acbc1b63c,ark/deepseek-v3,758,118,876
45cff2f304f14d3598dc728acbc1b63c,unknown,0,0,0
45d0c469de9041bba8368050eab1cd12,ark/deepseek-v3,3674,336,4010
45d0c469de9041bba8368050eab1cd12,unknown,0,0,0
45dc3a388e5242d8a9e5c706470c52a8,ark/deepseek-v3,1816,990,2806
45dc3a388e5242d8a9e5c706470c52a8,unknown,0,0,0
45dfcfe8d9b14cedace91f1c83ae9987,deepseek-chat,670,334,1004
45dfcfe8d9b14cedace91f1c83ae9987,unknown,0,0,0
45eb0c53b14e4c61822c66b43dd5df39,deepseek-chat,670,336,1006
45eb0c53b14e4c61822c66b43dd5df39,gpt-4.1,943,78,1021
45eb0c53b14e4c61822c66b43dd5df39,unknown,0,0,0
45f42ad3d4534e50912dc35c306d01b3,ark/deepseek-v3-1,1892,1078,2970
45f42ad3d4534e50912dc35c306d01b3,gpt-4.1,1061,27,1088
45f42ad3d4534e50912dc35c306d01b3,unknown,0,0,0
45f57cbff1684560b1100776e64ad424,ark/deepseek-v3,1645,801,2446
45f57cbff1684560b1100776e64ad424,unknown,0,0,0
45fb121e067d4c409f1ad4753eb2054d,deepseek-chat,860,442,1302
45fb121e067d4c409f1ad4753eb2054d,unknown,0,0,0
45fca49318c642b0bd5c80021406eca5,ark/deepseek-v3,1088,294,1382
45fca49318c642b0bd5c80021406eca5,unknown,0,0,0
45fedb857afd4a359fa98714700307aa,ark/deepseek-v3,465,102,567
45fedb857afd4a359fa98714700307aa,unknown,0,0,0
460d6cd42ec74c91a79b4117fcb54374,deepseek-chat,3950,1314,5264
460d6cd42ec74c91a79b4117fcb54374,gpt-4.1,3375,908,4283
460d6cd42ec74c91a79b4117fcb54374,unknown,0,0,0
461199c693a04438857b22221b714da4,deepseek-chat,9537,1451,10988
461199c693a04438857b22221b714da4,gpt-4.1,5142,982,6124
461199c693a04438857b22221b714da4,unknown,0,0,0
4619718fd58b4e5b9c99dd1006876fa6,ark/deepseek-v3,692,495,1187
4619718fd58b4e5b9c99dd1006876fa6,unknown,0,0,0
461bafb0ed8a47e185c6b09288d41435,deepseek-chat,670,388,1058
461bafb0ed8a47e185c6b09288d41435,unknown,0,0,0
461e8b2fc2554ca19d983c292b264ce0,ark/deepseek-v3,5904,1238,7142
461e8b2fc2554ca19d983c292b264ce0,unknown,0,0,0
4634d273ce90401c94fd932afefcfb75,deepseek-chat,1166,422,1588
4634d273ce90401c94fd932afefcfb75,unknown,0,0,0
463fa8ab021343e28cf08320b38be8cb,deepseek-chat,6482,1884,8366
463fa8ab021343e28cf08320b38be8cb,unknown,0,0,0
4645437c5bf440e1947247c684f65c36,deepseek-chat,2166,1031,3197
4645437c5bf440e1947247c684f65c36,unknown,0,0,0
46487b8a167945b89eec636a75ff338c,deepseek-chat,561,206,767
46487b8a167945b89eec636a75ff338c,unknown,0,0,0
464aeac3f8be47c485076a37ad666372,deepseek-chat,1558,1095,2653
464aeac3f8be47c485076a37ad666372,unknown,0,0,0
464b2e348af14131b173c9687db25090,ark/deepseek-v3,8150,1116,9266
464b2e348af14131b173c9687db25090,unknown,0,0,0
465805c0bd9445f29e2ecdb30b06d807,deepseek-chat,10,30,40
465805c0bd9445f29e2ecdb30b06d807,unknown,0,0,0
465f05d7bbcf42da882987bee8b2003f,ark/deepseek-v3-1,11117,2815,13932
465f05d7bbcf42da882987bee8b2003f,unknown,0,0,0
466b3d6ae36c49cda6675d454fc68e47,ark/deepseek-v3,467,130,597
466b3d6ae36c49cda6675d454fc68e47,unknown,0,0,0
467d221504f6466c9366f92691e3c09a,deepseek-chat,1054,428,1482
467d221504f6466c9366f92691e3c09a,gpt-4.1,1887,106,1993
467d221504f6466c9366f92691e3c09a,unknown,0,0,0
4685536518284baa954414f485362962,ark/deepseek-v3,564,133,697
4685536518284baa954414f485362962,unknown,0,0,0
4685990cd7ae4011a7514570f3321117,ark/deepseek-v3,467,96,563
4685990cd7ae4011a7514570f3321117,unknown,0,0,0
468755f9fc45442f8b7d24eb7404584b,ark/deepseek-v3,701,200,901
468755f9fc45442f8b7d24eb7404584b,unknown,0,0,0
469485ecb5ed4d27a5e217407674c0da,deepseek-chat,561,207,768
469485ecb5ed4d27a5e217407674c0da,unknown,0,0,0
46969b71355945fc84f0107ba2430a67,deepseek-chat,1235,276,1511
46969b71355945fc84f0107ba2430a67,unknown,0,0,0
4699716af53a44f99da780a20f922e3e,ark/deepseek-v3-1,2443,1579,4022
4699716af53a44f99da780a20f922e3e,gpt-4.1,2560,429,2989
4699716af53a44f99da780a20f922e3e,unknown,0,0,0
469a3100aefa4957b90f1c1d018e402e,deepseek-chat,1079,592,1671
469a3100aefa4957b90f1c1d018e402e,unknown,0,0,0
469b2698e8ec46579ddc19056bbbf6c7,ark/deepseek-v3,6429,1038,7467
469b2698e8ec46579ddc19056bbbf6c7,unknown,0,0,0
46aebe50bc67443cbaf50340da5b739e,ark/deepseek-v3,467,84,551
46aebe50bc67443cbaf50340da5b739e,unknown,0,0,0
46afc7731ff245e6a6f8ffb7e9c8fcd9,unknown,0,0,0
46bb8fc57f10451aa569d8c17bf3540f,ark/deepseek-v3,0,0,0
46bb8fc57f10451aa569d8c17bf3540f,unknown,0,0,0
46c0ee9ff44343b886bd71c98ff8fd28,ark/deepseek-v3,0,0,0
46c0ee9ff44343b886bd71c98ff8fd28,unknown,0,0,0
46c61eddd8b84154a4aa8de765122920,deepseek-chat,561,206,767
46c61eddd8b84154a4aa8de765122920,unknown,0,0,0
46caa60b50a04bd6910e88402b0feecc,deepseek-chat,3370,272,3642
46caa60b50a04bd6910e88402b0feecc,unknown,0,0,0
46cd07903b684f5493d9bb48ab4cef63,ark/deepseek-v3-1,2781,1175,3956
46cd07903b684f5493d9bb48ab4cef63,unknown,0,0,0
46cdc6c0d99a446193283fe3100b4d67,ark/deepseek-v3,2826,702,3528
46cdc6c0d99a446193283fe3100b4d67,unknown,0,0,0
46d565a0a7a94d52bec9eab42d44be3d,ark/deepseek-v3,0,0,0
46d565a0a7a94d52bec9eab42d44be3d,unknown,0,0,0
46e1cbac8e5f4f7e89cdaf693dd353ea,ark/deepseek-v3,227,702,929
46e1cbac8e5f4f7e89cdaf693dd353ea,unknown,0,0,0
46e43a0c94b548269f9fed9ad7be5ed8,ark/deepseek-v3,22,831,853
46e43a0c94b548269f9fed9ad7be5ed8,unknown,0,0,0
46f34e34477641ae9a6b809df1236527,deepseek-chat,2784,757,3541
46f34e34477641ae9a6b809df1236527,unknown,0,0,0
46f431a02eab47d7a7a484c78b056fe8,deepseek-chat,4387,3264,7651
46f431a02eab47d7a7a484c78b056fe8,gpt-4o-mini,9610,5479,15089
46f431a02eab47d7a7a484c78b056fe8,unknown,0,0,0
46fa0006b31d4b8c98d9f28f6b87d7a0,ark/deepseek-v3,1427,648,2075
